1,0,57,18,1,1,1
1,0,64,10,1,1,2
1,0,68,20,1,1,2
1,0,81,16,1,1,1
1,0,121,26,1,1,1
1,0,123,32,1,1,2
1,0,130,28,1,1,1
1,0,137,31,1,1,2
1,0,73,29,1,1,3
1,0,151,33,1,1,1
1,0,168,34,1,1,2
1,0,170,38,1,1,1
1,0,172,40,1,1,2
1,0,94,35,1,1,3
1,0,176,29,1,1,1
1,0,179,33,1,1,2
1,0,183,31,1,1,1
1,0,61,13,1,1,3
1,0,191,31,1,1,1
1,0,75,13,1,1,3
1,0,196,31,1,1,2
1,0,57,13,1,1,4
1,0,86,18,1,1,4
1,0,200,39,1,1,2
1,0,204,41,1,1,3
1,0,111,23,1,1,3
1,0,147,28,1,1,3
1,0,121,25,1,1,4
1,0,141,28,1,1,4
1,0,183,35,1,1,3
1,0,202,35,1,1,3
1,0,204,32,1,1,3
1,0,72,11,1,1,5
1,0,170,34,1,1,4
1,0,140,24,1,1,5
1,0,260,42,1,1,4
1,0,244,37,1,1,4
1,0,183,24,1,1,5
1,0,271,34,1,1,4
1,0,253,31,1,1,4
1,0,158,21,1,1,5
1,0,205,33,1,1,5
1,0,145,22,1,1,5
1,0,137,25,1,1,6
1,0,209,31,1,1,5
1,0,152,26,1,1,6
1,0,202,33,1,1,5
1,0,67,22,1,1,6
1,0,73,25,1,1,6
1,0,82,28,1,1,6
1,0,157,34,1,1,6
1,0,52,17,1,1,7
1,0,207,42,1,1,5
1,0,87,30,1,1,6
1,0,195,42,1,1,6
1,0,58,19,1,1,7
1,0,80,30,1,1,6
1,0,97,37,1,1,6
1,0,45,16,1,1,7
1,0,114,39,1,1,7
1,0,85,30,1,1,7
1,0,87,30,1,1,7
1,0,89,31,1,1,7
1,0,115,41,1,1,7
1,0,64,22,1,1,8
1,0,83,31,1,1,8
1,0,77,27,1,1,8
1,0,92,32,1,1,7
1,0,77,28,1,1,8
1,0,64,23,1,1,8
1,0,112,39,1,1,8
1,0,73,29,1,1,9
