1,0,52,13,1,1,2
1,0,93,23,1,1,1
1,0,93,26,1,1,1
1,0,100,23,1,1,1
1,0,122,19,1,1,1
1,0,141,28,1,1,1
1,0,170,31,1,1,2
1,0,95,34,1,1,3
1,0,201,34,1,1,1
1,0,109,26,1,1,3
1,0,237,41,1,1,2
1,0,249,39,1,1,1
1,0,131,28,1,1,3
1,0,118,29,1,1,3
1,0,158,38,1,1,3
1,0,151,40,1,1,3
1,0,118,34,1,1,4
1,0,94,34,1,1,4
1,0,96,30,1,1,4
1,0,78,27,1,1,4
1,0,23,10,1,1,4
1,0,83,28,1,1,5
1,0,84,25,1,1,5
0,0,2148,1001,1,1,2
1,0,62,19,1,1,5
0,0,2250,1001,1,1,3
1,0,87,31,1,1,5
0,0,2415,1001,1,1,2
0,0,2423,1001,1,1,1
1,0,83,30,1,1,5
1,0,72,24,1,1,5
0,0,2462,1001,1,1,2
0,0,2491,1001,1,1,1
1,0,47,16,1,1,6
0,0,2511,1001,1,1,2
1,0,68,23,1,1,6
1,0,150,45,1,1,6
0,0,2602,1001,1,1,2
0,0,2025,1001,1,1,4
0,0,2677,1001,1,1,2
1,0,124,43,1,1,6
0,0,2338,1001,1,1,4
0,0,2551,1001,1,1,3
1,0,116,43,1,1,6
1,0,117,37,1,1,6
0,0,2482,1001,1,1,3
1,0,78,24,1,1,7
1,0,48,17,1,1,7
0,0,2779,1001,1,1,1
0,0,2611,1001,1,1,3
0,0,2790,1001,1,1,2
1,0,117,42,1,1,7
0,0,2541,1001,1,1,4
1,0,114,38,1,1,7
1,0,122,41,1,1,7
1,0,54,21,1,1,7
1,0,41,16,1,1,8
1,0,135,45,1,1,7
0,0,2487,1001,1,1,4
1,0,73,24,1,1,7
1,0,51,19,1,1,8
0,0,2510,1001,1,1,4
1,0,93,34,1,1,8
1,0,91,31,1,1,8
1,0,32,12,1,1,9
1,0,96,35,1,1,8
1,0,87,32,1,1,8
1,0,100,32,1,1,9
1,0,81,25,1,1,9
1,0,102,32,1,1,9
0,0,2321,1001,1,1,5
0,0,2424,1001,1,1,5
1,0,88,27,1,1,10
1,0,98,33,1,1,10
1,0,54,14,1,1,10
1,0,59,22,1,1,10
1,0,96,30,1,1,10
0,0,2390,1001,1,1,6
0,0,2232,1001,1,1,7
1,0,102,34,1,1,10
0,0,2397,1001,1,1,6
0,0,2658,1001,1,1,6
0,0,2260,1001,1,1,9
0,0,2203,1001,1,1,9
0,0,2708,1001,1,1,5
1,0,101,33,1,2,1
0,0,2696,1001,1,1,6
0,0,2426,1001,1,1,8
1,0,141,42,1,2,1
1,0,94,29,1,2,1
0,0,2865,1001,1,1,5
1,0,81,22,1,2,2
1,0,111,34,1,2,1
1,0,117,36,1,2,1
0,0,2435,1001,1,1,9
1,0,125,36,1,2,2
0,0,2474,1001,1,1,9
1,0,108,31,1,2,2
1,0,74,21,1,2,2
1,0,79,27,1,2,2
1,0,48,15,1,2,3
1,0,90,28,1,2,2
0,0,2617,1001,1,1,8
1,0,80,25,1,2,3
1,0,124,39,1,2,2
0,0,2683,1001,1,1,8
0,0,2775,1001,1,1,7
1,0,101,29,1,2,3
1,0,155,43,1,2,3
1,0,89,31,1,2,3
0,0,2607,1001,1,1,10
1,0,87,28,1,2,4
0,0,2889,1001,1,1,8
1,0,142,42,1,2,4
0,0,2709,1001,1,1,9
1,0,130,39,1,2,4
1,0,79,29,1,2,4
1,0,108,33,1,2,4
0,0,2782,1001,1,1,9
1,0,128,38,1,2,4
1,0,106,32,1,2,4
1,0,107,33,1,2,5
0,0,2433,1001,1,1,10
1,0,65,20,1,2,5
1,0,134,40,1,2,5
0,0,2814,1001,1,1,10
0,0,2880,1001,1,1,10
0,0,2752,1001,1,2,1
0,0,2706,1001,1,2,1
0,0,2716,1001,1,2,1
0,0,2655,1001,1,2,2
0,0,2965,1001,1,2,1
1,0,130,35,1,2,6
1,0,141,44,1,2,6
1,0,118,31,1,2,6
0,0,2961,1001,1,2,1
1,0,130,43,1,2,6
1,0,116,35,1,2,6
0,0,2656,1001,1,2,4
0,0,2784,1001,1,2,3
1,0,74,18,1,2,7
0,0,2792,1001,1,2,3
1,0,106,24,1,2,7
1,0,83,24,1,2,7
1,0,76,22,1,2,7
0,0,2532,1001,1,2,5
0,0,3030,1001,1,2,2
0,0,2833,1001,1,2,3
1,0,113,33,1,2,7
1,0,49,14,1,2,7
0,0,2890,1001,1,2,3
1,0,133,39,1,2,7
1,0,90,28,1,2,8
1,0,139,42,1,2,7
0,0,3194,1001,1,2,2
1,0,141,35,1,2,8
1,0,93,27,1,2,8
0,0,2911,1001,1,2,4
0,0,3254,1001,1,2,3
0,0,2738,1001,1,2,5
0,0,2973,1001,1,2,5
1,0,161,44,1,2,9
0,0,3076,1001,1,2,4
1,0,104,30,1,2,9
0,0,2919,1001,1,2,5
0,0,2944,1001,1,2,5
1,0,80,24,1,2,9
1,0,117,32,1,2,9
