1,0,120,23,1,1,2
1,0,196,35,1,1,1
1,0,274,42,1,1,3
1,0,78,25,1,1,3
0,0,2934,1001,1,1,2
0,0,3130,1001,1,1,1
0,0,3211,1001,1,1,2
0,0,3260,1001,1,1,2
1,0,102,32,1,1,3
0,0,3323,1001,1,1,1
0,0,3345,1001,1,1,2
0,0,3350,1001,1,1,1
0,0,3360,1001,1,1,1
0,0,3399,1001,1,1,1
1,0,89,30,1,1,4
1,0,103,31,1,1,4
0,0,3228,1001,1,1,3
0,0,3429,1001,1,1,1
0,0,3434,1001,1,1,2
0,0,3434,1001,1,1,1
0,0,3435,1001,1,1,1
0,0,3459,1001,1,1,2
0,0,3464,1001,1,1,2
0,0,3495,1001,1,1,2
1,0,62,22,1,1,5
1,0,63,23,1,1,5
0,0,3530,1001,1,1,1
1,0,131,42,1,1,4
0,0,3519,1001,1,1,2
0,0,2801,1001,1,1,3
1,0,87,31,1,1,6
1,0,90,32,1,1,6
0,0,3026,1001,1,1,3
0,0,2191,1001,1,1,5
0,0,2580,1001,1,1,3
0,0,2828,1001,1,1,3
0,0,2476,1001,1,1,4
0,0,2572,1001,1,1,4
0,0,3102,1001,1,1,3
0,0,2632,1001,1,1,4
1,0,130,40,1,1,7
0,0,2817,1001,1,1,3
0,0,2680,1001,1,1,4
0,0,2665,1001,1,1,5
0,0,2713,1001,1,1,5
0,0,2880,1001,1,1,4
0,0,2184,1001,1,1,6
0,0,2827,1001,1,1,5
0,0,2878,1001,1,1,4
0,0,2867,1001,1,1,5
1,0,71,24,1,1,8
0,0,2763,1001,1,1,6
0,0,2863,1001,1,1,5
0,0,2930,1001,1,1,5
1,0,129,40,1,1,8
0,0,3045,1001,1,1,4
0,0,2946,1001,1,1,5
1,0,95,32,1,1,8
0,0,2159,1001,1,1,6
0,0,2624,1001,1,1,6
0,0,2309,1001,1,1,6
0,0,2255,1001,1,1,7
0,0,2863,1001,1,1,6
0,0,2741,1001,1,1,6
0,0,2872,1001,1,1,6
0,0,2561,1001,1,1,7
0,0,2569,1001,1,1,7
0,0,2502,1001,1,1,7
0,0,2747,1001,1,1,7
0,0,2733,1001,1,1,7
0,0,2774,1001,1,1,7
0,0,2885,1001,1,1,7
1,0,131,43,1,1,10
1,0,69,20,1,1,10
0,0,2675,1001,1,1,8
0,0,2788,1001,1,1,8
0,0,2848,1001,1,1,8
0,0,2658,1001,1,1,8
1,0,30,13,1,1,10
0,0,2897,1001,1,1,7
0,0,2840,1001,1,1,8
0,0,2910,1001,1,1,8
0,0,2788,1001,1,1,9
0,0,2967,1001,1,1,8
1,0,89,28,1,2,1
0,0,3024,1001,1,1,9
1,0,85,24,1,2,2
0,0,2737,1001,1,1,9
0,0,2367,1001,1,1,9
0,0,2483,1001,1,1,10
0,0,2935,1001,1,1,9
0,0,2867,1001,1,1,9
0,0,2612,1001,1,1,10
0,0,2849,1001,1,1,9
0,0,2465,1001,1,1,10
0,0,3047,1001,1,1,9
0,0,3072,1001,1,1,9
1,0,51,14,1,2,3
0,0,2983,1001,1,1,10
0,0,3166,1001,1,1,9
0,0,3089,1001,1,1,10
1,0,118,38,1,2,3
0,0,2999,1001,1,1,10
0,0,2803,1001,1,2,1
0,0,3158,1001,1,1,10
0,0,3125,1001,1,2,1
1,0,66,18,1,2,4
1,0,88,23,1,2,4
0,0,3245,1001,1,2,1
0,0,3243,1001,1,2,1
0,0,3085,1001,1,2,1
1,0,77,26,1,2,4
0,0,3177,1001,1,2,1
1,0,167,42,1,2,4
0,0,3275,1001,1,2,1
0,0,3331,1001,1,2,1
0,0,3409,1001,1,2,1
0,0,3391,1001,1,2,2
0,0,3296,1001,1,2,2
0,0,3576,1001,1,2,2
0,0,3070,1001,1,2,2
0,0,2470,1001,1,2,3
0,0,2988,1001,1,2,2
0,0,2956,1001,1,2,2
1,0,62,21,1,2,5
0,0,3112,1001,1,2,2
0,0,3063,1001,1,2,3
0,0,3449,1001,1,2,2
1,0,161,30,1,2,6
0,0,3081,1001,1,2,3
0,0,3383,1001,1,2,2
0,0,3233,1001,1,2,3
0,0,3390,1001,1,2,3
0,0,3183,1001,1,2,3
0,0,3260,1001,1,2,3
1,0,106,30,1,2,6
0,0,2764,1001,1,2,4
1,0,64,19,1,2,7
0,0,3074,1001,1,2,4
0,0,3251,1001,1,2,4
0,0,3217,1001,1,2,4
0,0,3449,1001,1,2,3
0,0,3473,1001,1,2,4
0,0,3363,1001,1,2,5
0,0,3646,1001,1,2,4
0,0,3439,1001,1,2,5
1,0,82,19,1,2,8
0,0,3485,1001,1,2,5
0,0,3387,1001,1,2,5
0,0,3391,1001,1,2,5
1,0,164,33,1,2,8
0,0,3445,1001,1,2,5
0,0,2801,1001,1,2,6
0,0,3406,1001,1,2,5
