1,1,1,3,1,1,1
1,1,1,11,1,3,3
1,1,1,8,1,5,9
1,1,1,10,1,7,3
1,1,1,8,1,9,5
1,1,1,13,3,1,7
1,1,1,12,3,3,3
1,1,1,12,3,3,5
1,1,1,10,3,3,9
1,1,1,9,3,7,3
1,1,1,3,5,3,1
1,1,1,12,5,3,3
1,1,1,13,5,5,3
1,1,1,11,5,9,3
1,1,1,12,7,3,3
1,1,1,10,7,5,5
1,1,1,13,7,5,9
1,1,1,14,7,7,3
1,1,1,14,9,3,3
1,1,1,4,9,5,5
1,1,1,12,9,9,5
1,1,3,1,1,1,1
1,1,3,1,1,1,7
1,1,3,5,1,3,1
1,1,3,11,1,3,3
1,1,3,16,1,5,3
1,1,3,4,1,7,1
1,1,3,9,1,7,7
1,1,3,9,1,7,9
1,1,3,7,1,9,3
1,1,3,8,3,3,3
1,1,3,4,3,5,1
1,1,3,8,3,9,9
1,1,3,7,5,3,5
1,1,3,6,5,5,1
1,1,3,10,5,5,5
1,1,3,7,5,5,7
1,1,3,7,5,7,3
1,1,3,11,5,9,3
1,1,3,15,5,9,5
1,1,3,11,5,9,9
1,1,3,6,7,1,9
1,1,3,6,7,5,3
1,1,3,11,7,5,5
1,1,3,4,7,7,1
1,1,3,8,7,7,3
1,1,3,8,7,9,3
1,1,3,11,7,9,5
1,1,3,11,9,1,7
1,1,3,5,9,3,1
1,1,3,7,9,3,3
1,1,3,9,9,3,5
1,1,3,7,9,3,9
1,1,3,4,9,5,1
1,1,3,5,9,7,7
1,1,3,4,9,9,1
1,1,3,8,9,9,9
1,1,5,15,1,5,5
1,1,5,17,1,5,7
1,1,5,13,1,5,9
1,1,5,3,1,7,1
1,1,5,1,3,1,1
1,1,5,3,3,1,3
1,1,5,16,3,1,5
1,1,5,14,3,1,9
1,1,5,7,3,5,5
1,1,5,2,3,7,1
1,1,5,1,3,9,3
1,1,5,16,5,1,5
1,1,5,17,5,1,7
1,1,5,2,7,3,3
1,1,5,4,7,5,3
1,1,5,5,7,7,5
1,1,5,3,7,7,7
1,1,5,4,7,7,9
1,1,5,3,7,9,5
1,1,5,2,9,3,1
1,1,5,6,9,3,5
1,1,5,5,9,3,7
1,1,7,1,1,3,1
1,1,7,10,1,3,3
1,1,7,9,1,3,5
1,1,7,5,1,5,3
1,1,7,15,1,7,3
1,1,7,1,1,9,1
1,1,7,6,3,1,5
1,1,7,5,3,9,5
1,1,7,1,5,1,1
1,1,7,2,5,9,3
1,1,7,4,5,9,7
1,1,7,2,7,1,1
1,1,7,6,7,3,3
1,1,7,3,7,3,5
1,1,7,1,7,5,3
1,1,7,20,9,1,3
1,1,7,13,9,1,5
1,1,7,1,9,3,7
1,1,7,8,9,3,9
1,1,7,2,9,7,5
1,1,9,3,1,1,5
1,1,9,3,1,1,9
1,1,9,13,1,3,7
1,1,9,19,1,3,9
1,1,9,13,1,5,3
1,1,9,18,1,5,5
1,1,9,19,1,9,7
1,1,9,8,3,1,3
